OBJECTID,Borough,Latitude,Longitude,Public Area
995,STATEN ISLAND,40.63468896,-74.13451301,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
996,STATEN ISLAND,40.63734813,-74.07568979,SNAP CENTER
997,STATEN ISLAND,40.59502798,-74.1098909,CAMP - ALL AGE
998,STATEN ISLAND,40.5913795,-74.19215876,CEMETERY
999,STATEN ISLAND,40.61292498,-74.06185746,SENIOR CENTER
1000,STATEN ISLAND,40.53943313,-74.23573014,TOW TRUCK COMPANY
1001,STATEN ISLAND,40.50407789,-74.22468309,UNIQUE AREA
1002,STATEN ISLAND,40.62938487,-74.07592894,MANNED TRANSPORTATION FACILITY
1003,STATEN ISLAND,40.60074053,-74.19236535,OUTPATIENT MENTAL HEALTH
1004,STATEN ISLAND,40.644738,-74.073472,FERRY LANDING
1005,STATEN ISLAND,40.53278291,-74.18958412,DAY CARE
1006,STATEN ISLAND,40.64254556,-74.07812188,SUPPORT MENTAL HEALTH
1007,STATEN ISLAND,40.64099467,-74.07805395,SUPPORT MENTAL HEALTH
1008,STATEN ISLAND,40.60530832,-74.08328076,SUPPORT MENTAL HEALTH
1009,STATEN ISLAND,40.64405138,-74.10175503,DAY CARE
1010,STATEN ISLAND,40.59213213,-74.13425286,MOBILE HOSPITAL EXTENSION CLINIC
1011,STATEN ISLAND,40.51641655,-74.19740808,MEDICALLY SUPERVISED OUTPATIENT-OASAS
1012,STATEN ISLAND,40.64751851,-74.08346585,DOE UNIVERSAL PRE-K
1013,STATEN ISLAND,40.63527966,-74.10375435,SPECIAL DEMO - CITY COUNCIL-OPWDD-OMH
1014,STATEN ISLAND,40.60074053,-74.19236535,"HOME BASED CRISIS INTERVENTION-OMH, CRISIS INTERVENTION-OMH, ADVOCACY SERVICES-OMH, NON-MEDICAID CARE COORDINATION (OMH)-OMH"
1015,STATEN ISLAND,40.62039291,-74.16454339,DOE UNIVERSAL PRE-K
1016,STATEN ISLAND,40.64548159,-74.08194315,EDUCATIONAL SUPPORT: HIGH SCHOOL YOUTH
1017,STATEN ISLAND,40.635849,-74.11788865,CAMP - ALL AGE
1018,STATEN ISLAND,40.63804122,-74.1321378,OUTPATIENT CLINIC
1019,STATEN ISLAND,40.51290146,-74.20513482,SUMMER ONLY FEEDING SITE
1020,STATEN ISLAND,40.60917248,-74.16735514,PROGRAMS FOR PEOPLE WITH DISABILITIES
1021,STATEN ISLAND,40.61035183,-74.1593718,PRE-K CENTER
1022,STATEN ISLAND,40.63167196,-74.08712799,ADULT LITERACY - ADULT BASIC EDUCATION/HIGH SCHOOL EQUIVALENCY
1023,STATEN ISLAND,40.63154278,-74.15717905,SCHOOL BASED HOSPITAL EXTENSION CLINIC
1024,STATEN ISLAND,40.54034043,-74.21796818,EARLY EDUCATION PROGRAM
1025,STATEN ISLAND,40.59763485,-74.07570811,EARLY EDUCATION PROGRAM
1026,STATEN ISLAND,40.64287472,-74.07714713,FAMILY JUSTICE CENTER
1027,STATEN ISLAND,40.56816501,-74.11623477,HIGH SCHOOL - PUBLIC
1028,STATEN ISLAND,40.55158179,-74.20501886,MANAGED SITES
1029,STATEN ISLAND,40.64405138,-74.10175503,HISTORIC HOUSE PARK
1030,STATEN ISLAND,40.63395455,-74.13115117,SUPPORT MENTAL HEALTH
1031,STATEN ISLAND,40.51275917,-74.2389556,FIREHOUSE
1032,STATEN ISLAND,40.59963059,-74.07079421,SCHOOL BASED CHILD CARE - PRESCHOOL
1033,STATEN ISLAND,40.50845611,-74.25391827,NATURE AREA
1034,STATEN ISLAND,40.60479659,-74.15409903,SUMMER ONLY FEEDING SITE
1035,STATEN ISLAND,40.54352169,-74.18274995,STRIP
1036,STATEN ISLAND,40.59604001,-74.07512507,SUMMER ONLY FEEDING SITE
1037,STATEN ISLAND,40.50554065,-74.23582569,BUILDINGS/INSTITUTIONS
1038,STATEN ISLAND,40.637927,-74.149846,ASPHALT PLANT
1039,STATEN ISLAND,40.60205948,-74.16288222,DAY CARE
1040,STATEN ISLAND,40.57255045,-74.14308628,DAY CARE
1041,STATEN ISLAND,40.59076339,-74.07655652,DAY CARE
1042,STATEN ISLAND,40.54143742,-74.1776519,TRIANGLE/PLAZA
1043,STATEN ISLAND,40.625702,-74.151695,TEXTILES
1044,STATEN ISLAND,40.60533546,-74.17941084,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1045,STATEN ISLAND,40.58361787,-74.13516728,PARKWAY
1046,STATEN ISLAND,40.60865903,-74.08783487,TRIANGLE/PLAZA
1047,STATEN ISLAND,40.56845256,-74.19389048,DSNY GARAGE
1048,STATEN ISLAND,40.53459658,-74.23636433,TOW TRUCK COMPANY
1049,STATEN ISLAND,40.633653,-74.164457,RAIL LINE
1050,STATEN ISLAND,40.61692,-74.172793,OFFICE
1051,STATEN ISLAND,40.64371736,-74.10882792,RECREATION FIELD/COURTS
1052,STATEN ISLAND,40.61838374,-74.08451967,SECONDARY SCHOOL - PUBLIC
1053,STATEN ISLAND,40.54802016,-74.22002127,UNDEVELOPED
1054,STATEN ISLAND,40.60074053,-74.19236535,SUPPORT MENTAL HEALTH
1055,STATEN ISLAND,40.61511957,-74.06302526,HISTORIC HOUSE PARK
1056,STATEN ISLAND,40.50947647,-74.24307534,SCHOOL BASED CHILD CARE - PRESCHOOL
1057,STATEN ISLAND,40.64322948,-74.17499788,UNDEVELOPED
1058,STATEN ISLAND,40.60445287,-74.18068646,SECONDARY SCHOOL - CHARTER
1059,STATEN ISLAND,40.64099467,-74.07805395,SUPPORT MENTAL HEALTH
1060,STATEN ISLAND,40.61338217,-74.06602614,OUTPATIENT MENTAL HEALTH
1061,STATEN ISLAND,40.60276672,-74.12097949,PRE-SCHOOL FOR STUDENTS WITH DISABILITIES
1062,STATEN ISLAND,40.6307009,-74.0888708,ADULT LITERACY - ADULT BASIC EDUCATION/HIGH SCHOOL EQUIVALENCY
1063,STATEN ISLAND,40.62047947,-74.08088476,USDA COMMUNITY ELIGIBILITY OPTION
1064,STATEN ISLAND,40.59371063,-74.13580691,CITY COUNCIL AWARDS
1065,STATEN ISLAND,40.64076593,-74.07726813,ALTERNATIVE TO INCARCERATION
1066,STATEN ISLAND,40.63644729,-74.16477729,FOOD PANTRY
1067,STATEN ISLAND,40.59149314,-74.13232647,STATE HISTORIC PLACE
1068,STATEN ISLAND,40.57000802,-74.10702163,HIGH SCHOOL - PUBLIC
1069,STATEN ISLAND,40.54210813,-74.20745169,PRE-K CENTER
1070,STATEN ISLAND,40.63677986,-74.07718028,SUMMER ONLY FEEDING SITE
1071,STATEN ISLAND,40.55215304,-74.13710613,DOE UNIVERSAL PRE-K
1072,STATEN ISLAND,40.64281995,-74.07926327,YOUTH RECREATIONAL SERVICES/YOUTH ATHLETIC LEAGUES
1073,STATEN ISLAND,40.60480772,-74.16179993,EARLY EDUCATION PROGRAM
1074,STATEN ISLAND,40.62480552,-74.1505607,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
1075,STATEN ISLAND,40.56371742,-74.11824164,SCHOOL BASED CHILD CARE - PRESCHOOL
1076,STATEN ISLAND,40.62705162,-74.1673704,SUMMER ONLY FEEDING SITE
1077,STATEN ISLAND,40.59417475,-74.08058363,DOE UNIVERSAL PRE-K
1078,STATEN ISLAND,40.61247813,-74.12996073,SUMMER ONLY FEEDING SITE
1079,STATEN ISLAND,40.63158678,-74.18227483,TIDAL WETLAND
1080,STATEN ISLAND,40.59502798,-74.1098909,SCHOOL BASED CHILD CARE - PRESCHOOL
1081,STATEN ISLAND,40.6080582,-74.11906432,SUMMER ONLY FEEDING SITE
1082,STATEN ISLAND,40.64740446,-74.08271622,COMMUNITY RESIDENTIAL-OASAS
1083,STATEN ISLAND,40.51218994,-74.22243431,CITY COUNCIL AWARDS
1084,STATEN ISLAND,40.64287472,-74.07714713,ARCHES
1085,STATEN ISLAND,40.63111202,-74.07717242,SYEP EMERGING LEADERS: LEADERS INFLUENCING TOMORROW
1086,STATEN ISLAND,40.59049578,-74.12609394,CITY COUNCIL AWARDS
1087,STATEN ISLAND,40.59963059,-74.07079421,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1088,STATEN ISLAND,40.62535406,-74.11364455,EARLY EDUCATION PROGRAM
1089,STATEN ISLAND,40.52325059,-74.21570316,DAY CARE
1090,STATEN ISLAND,40.54940095,-74.17989045,PLAYGROUND
1091,STATEN ISLAND,40.56578083,-74.18361268,SENIOR CENTER
1092,STATEN ISLAND,40.58290659,-74.07853901,SUPPORT MENTAL HEALTH
1093,STATEN ISLAND,40.62297715,-74.14511238,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
1094,STATEN ISLAND,40.61038318,-74.11412743,STRIP
1095,STATEN ISLAND,40.6249655,-74.07765669,FIREHOUSE
1096,STATEN ISLAND,40.629181,-74.182992,RAIL LINE
1097,STATEN ISLAND,40.63527966,-74.10375435,FEEDING SITE
1098,STATEN ISLAND,40.58692225,-74.10124352,NYCHA COMMUNITY CENTER - ATTAIN LAB
1099,STATEN ISLAND,40.5949332,-74.1624182,DAY CARE
1100,STATEN ISLAND,40.53618083,-74.18935098,PARKWAY
1101,STATEN ISLAND,40.55793397,-74.19049169,NATURE AREA
1102,STATEN ISLAND,40.63172362,-74.09952149,DAY CARE
1103,STATEN ISLAND,40.57960891,-74.11745179,SUPPORT MENTAL HEALTH
1104,STATEN ISLAND,40.61312857,-74.06911937,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
1105,STATEN ISLAND,40.62827922,-74.11756786,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
1106,STATEN ISLAND,40.49975269,-74.24211893,NATURE AREA
1107,STATEN ISLAND,40.60074053,-74.19236535,EMERGENCY/CRISIS MENTAL HEALTH
1108,STATEN ISLAND,40.61431251,-74.08371402,SUMMER ONLY FEEDING SITE
1109,STATEN ISLAND,40.62301314,-74.082365,DAY CARE
1110,STATEN ISLAND,40.60928638,-74.10397703,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1111,STATEN ISLAND,40.56749659,-74.12561231,HIGH SCHOOL - NON-PUBLIC
1112,STATEN ISLAND,40.6338237,-74.0755032,NEON ARTS
1113,STATEN ISLAND,40.54034043,-74.21796818,DAY CARE
1114,STATEN ISLAND,40.6374382,-74.07639193,NEIGHBORHOOD PARK
1115,STATEN ISLAND,40.645039,-74.077788,COURTHOUSE
1116,STATEN ISLAND,40.63628075,-74.13538652,FIREHOUSE
1117,STATEN ISLAND,40.540003,-74.179179,TRANSPORTATION FACILITY
1118,STATEN ISLAND,40.625445,-74.138376,TEXTILES
1119,STATEN ISLAND,40.641768,-74.073345,TRANSPORTATION FACILITY
1120,STATEN ISLAND,40.535141,-74.191728,PUBLIC PARK AND RIDE LOT
1121,STATEN ISLAND,40.59860981,-74.16061325,NATURE AREA
1122,STATEN ISLAND,40.64007846,-74.09579002,OUTPATIENT MENTAL HEALTH
1123,STATEN ISLAND,40.564111,-74.162004,PUMPING STATION
1124,STATEN ISLAND,40.63082812,-74.12707839,"FAMILY LITERACY: READING & WRITING,NDA PROGRAMS,FAMILY LITERACY"
1125,STATEN ISLAND,40.61221588,-74.07480799,STATE HISTORIC PLACE
1126,STATEN ISLAND,40.64099467,-74.07805395,SUPPORT MENTAL HEALTH
1127,STATEN ISLAND,40.6227381,-74.07535594,SUMMER ONLY FEEDING SITE
1128,STATEN ISLAND,40.60480772,-74.16179993,DAY CARE
1129,STATEN ISLAND,40.63154278,-74.15717905,DOE UNIVERSAL PRE-K
1130,STATEN ISLAND,40.61007152,-74.16466819,PRE-SCHOOL FOR STUDENTS WITH DISABILITIES
1131,STATEN ISLAND,40.62526084,-74.15275732,CITY COUNCIL AWARDS
1132,STATEN ISLAND,40.61090985,-74.12108238,ELEMENTARY SCHOOL - NON-PUBLIC
1133,STATEN ISLAND,40.6393122,-74.07609334,"MEDICALLY SUPERVISED OUTPATIENT-OASAS, RESIDENTIAL SERVICES-OASAS"
1134,STATEN ISLAND,40.54411132,-74.16481995,WORKFORCE1 CAREER CENTER
1135,STATEN ISLAND,40.57000802,-74.10702163,SCHOOL BASED HOSPITAL EXTENSION CLINIC
1136,STATEN ISLAND,40.63476186,-74.15835873,FOOD PANTRY
1137,STATEN ISLAND,40.56251257,-74.1328454,CITY COUNCIL AWARDS
1138,STATEN ISLAND,40.53194907,-74.15809692,STATE HISTORIC PLACE
1139,STATEN ISLAND,40.57218621,-74.11798918,DAY CARE
1140,STATEN ISLAND,40.53737562,-74.16682607,CITY COUNCIL AWARDS
1141,STATEN ISLAND,40.58290659,-74.07853901,INPATIENT MENTAL HEALTH
1142,STATEN ISLAND,40.59099428,-74.09687786,SCHOOL BASED CHILD CARE - PRESCHOOL
1143,STATEN ISLAND,40.63460093,-74.14240256,HIGH SCHOOL - PUBLIC
1144,STATEN ISLAND,40.59571086,-74.07635307,SCHOOL BASED CHILD CARE - PRESCHOOL
1145,STATEN ISLAND,40.61511957,-74.06302526,MUSEUM
1146,STATEN ISLAND,40.574201,-74.117605,MUNICIPAL PARKING - OUTDOOR
1147,STATEN ISLAND,40.60757982,-74.06313632,NEIGHBORHOOD PARK
1148,STATEN ISLAND,40.634061,-74.151411,RAIL LINE
1149,STATEN ISLAND,40.57478578,-74.09928512,JOINTLY OPERATED PLAYGROUND
1150,STATEN ISLAND,40.61982587,-74.13445966,NEIGHBORHOOD PARK
1151,STATEN ISLAND,40.63029806,-74.16533196,SUMMER ONLY FEEDING SITE
1152,STATEN ISLAND,40.62827922,-74.11756786,TEEN ACTION PROGRAM: AFTER-SCHOOL PROGRAMS
1153,STATEN ISLAND,40.63438,-74.148285,RAIL LINE
1154,STATEN ISLAND,40.62800879,-74.07685833,SUMMER ONLY FEEDING SITE
1155,STATEN ISLAND,40.6275797,-74.07684449,ELEMENTARY SCHOOL - NON-PUBLIC
1156,STATEN ISLAND,40.59151817,-74.19006235,ELEMENTARY SCHOOL - PUBLIC
1157,STATEN ISLAND,40.61645894,-74.08144813,SUMMER ONLY FEEDING SITE
1158,STATEN ISLAND,40.56147877,-74.12486959,JOINTLY OPERATED PLAYGROUND
1159,STATEN ISLAND,40.62223302,-74.07903047,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
1160,STATEN ISLAND,40.63663899,-74.11692156,BEACON: AFTER-SCHOOL PROGRAMS
1161,STATEN ISLAND,40.53274726,-74.16048832,DAY CARE
1162,STATEN ISLAND,40.64099467,-74.07805395,SUPPORT MENTAL HEALTH
1163,STATEN ISLAND,40.60981496,-74.16348252,K-8 SCHOOL - CHARTER
1164,STATEN ISLAND,40.59763485,-74.07570811,DAY CARE
1165,STATEN ISLAND,40.6290771,-74.08922681,CAMP - ALL AGE
1166,STATEN ISLAND,40.62039291,-74.16454339,K-8 SCHOOL - PUBLIC
1167,STATEN ISLAND,40.60281045,-74.12135142,DAY CARE
1168,STATEN ISLAND,40.63097841,-74.11675877,FIREHOUSE
1169,STATEN ISLAND,40.63372582,-74.07824384,ELEMENTARY SCHOOL - PUBLIC
1170,STATEN ISLAND,40.51218994,-74.22243431,FOOD PANTRY
1171,STATEN ISLAND,0,0,EARLY EDUCATION PROGRAM
1172,STATEN ISLAND,40.53318132,-74.19080321,SCHOOL BASED CHILD CARE - PRESCHOOL
1173,STATEN ISLAND,40.59963059,-74.07079421,DAY CARE
1174,STATEN ISLAND,40.52543637,-74.20431957,STATE HISTORIC PLACE
1175,STATEN ISLAND,40.56402641,-74.15150385,CITY COUNCIL AWARDS
1176,STATEN ISLAND,40.64287472,-74.07714713,HATE CRIMES PREVENTION
1177,STATEN ISLAND,40.51675873,-74.19720627,ASSISTED COMPETITIVE EMPLOYMENT-OMH
1178,STATEN ISLAND,40.53274726,-74.16048832,EARLY EDUCATION PROGRAM
1179,STATEN ISLAND,40.61376942,-74.11914833,CAMP - ALL AGE
1180,STATEN ISLAND,40.63875601,-74.07759318,COMPULSIVE GAMBLING SERVICES
1181,STATEN ISLAND,40.5818681,-74.10876408,ELEMENTARY SCHOOL - NON-PUBLIC
1182,STATEN ISLAND,40.63804122,-74.1321378,SUPPORTED HOUSING-OMH
1183,STATEN ISLAND,40.63422332,-74.13550124,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1184,STATEN ISLAND,40.62462634,-74.07503408,STATE HISTORIC PLACE
1185,STATEN ISLAND,40.57715506,-74.10017774,JOINTLY OPERATED PLAYGROUND
1186,STATEN ISLAND,40.55638793,-74.2126092,CEMETERY
1187,STATEN ISLAND,40.63570748,-74.10590224,INPATIENT MENTAL HEALTH
1188,STATEN ISLAND,40.639031,-74.13189,RAIL FACILITY
1189,STATEN ISLAND,40.51218994,-74.22243431,SUPPORT MENTAL HEALTH
1190,STATEN ISLAND,40.64414913,-74.07275973,MANNED TRANSPORTATION FACILITY
1191,STATEN ISLAND,40.55478922,-74.14030248,TEXTILES
1192,STATEN ISLAND,40.60672816,-74.13131575,NURSING HOME
1193,STATEN ISLAND,40.59746551,-74.19512078,NATURE AREA
1194,STATEN ISLAND,40.64454672,-74.07786525,TRIANGLE/PLAZA
1195,STATEN ISLAND,40.57612143,-74.14682281,FLAGSHIP PARK
1196,STATEN ISLAND,40.6406961,-74.07601797,SENIOR SERVICES
1197,STATEN ISLAND,40.58870248,-74.12699268,NATURE AREA
1198,STATEN ISLAND,40.63467969,-74.16660892,PUBLIC LIBRARY
1199,STATEN ISLAND,40.59652227,-74.18220718,BUILDINGS/INSTITUTIONS
1200,STATEN ISLAND,40.63570748,-74.10590224,EMERGENCY/CRISIS MENTAL HEALTH
1201,STATEN ISLAND,40.60828806,-74.10203655,"IN-SCHOOL YOUTH EMPLOYMENT (ISY): AFTER-SCHOOL PROGRAMS,JOBS & INTERNSHIPS,YOUTH EMPLOYMENT"
1202,STATEN ISLAND,40.58475966,-74.08604676,FEEDING SITE
1203,STATEN ISLAND,40.5910651,-74.06705286,DAY CARE
1204,STATEN ISLAND,40.63206956,-74.07888455,STATE HISTORIC PLACE
1205,STATEN ISLAND,40.61616059,-74.07790399,SUMMER ONLY FEEDING SITE
1206,STATEN ISLAND,40.54610485,-74.19702607,DAY CARE
1207,STATEN ISLAND,40.60570668,-74.17991698,2 YEAR PROPRIETARY
1208,STATEN ISLAND,40.5949332,-74.1624182,PRE-SCHOOL FOR STUDENTS WITH DISABILITIES
1209,STATEN ISLAND,40.57224266,-74.13949829,EARLY EDUCATION PROGRAM
1210,STATEN ISLAND,40.61511957,-74.06302526,PRIVATE MUSEUMS AND SITES
1211,STATEN ISLAND,40.60533546,-74.17941084,PRE-K CENTER
1212,STATEN ISLAND,40.64048032,-74.07624708,CAREERCOMPASS
1213,STATEN ISLAND,40.64173025,-74.07836751,STATE HISTORIC PLACE
1214,STATEN ISLAND,40.54253874,-74.16277483,CITY COUNCIL AWARDS
1215,STATEN ISLAND,40.60828806,-74.10203655,ELEMENTARY SCHOOL - CHARTER
1216,STATEN ISLAND,40.6073146,-74.08921972,FIREHOUSE
1217,STATEN ISLAND,40.63883052,-74.07952874,ELEMENTARY SCHOOL - PUBLIC
1218,STATEN ISLAND,40.64189313,-74.08544682,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
1219,STATEN ISLAND,40.59735498,-74.12512462,HIGH SCHOOL - PUBLIC
1220,STATEN ISLAND,40.6406961,-74.07601797,SENIOR CENTER
1221,STATEN ISLAND,40.52754315,-74.19295679,BEACON: AFTER-SCHOOL PROGRAMS
1222,STATEN ISLAND,40.57611067,-74.14126177,STATE HISTORIC PLACE
1223,STATEN ISLAND,40.64179195,-74.07584106,TRIANGLE/PLAZA
1224,STATEN ISLAND,40.6307009,-74.0888708,"ADULT LITERACY: READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,FAMILY LITERACY,ADULT BASIC EDUCATION,ABE/GED"
1225,STATEN ISLAND,40.61424662,-74.15811135,FIREHOUSE
1226,STATEN ISLAND,40.62214724,-74.07850452,COMPOST
1227,STATEN ISLAND,40.56144402,-74.11225698,SUMMER ONLY FEEDING SITE
1228,STATEN ISLAND,40.61516538,-74.07387923,HUMANITIES
1229,STATEN ISLAND,40.63873,-74.135838,RAIL LINE
1230,STATEN ISLAND,40.60797787,-74.16173526,ELEMENTARY SCHOOL - CHARTER
1231,STATEN ISLAND,40.60074053,-74.19236535,SUPPORT MENTAL HEALTH
1232,STATEN ISLAND,40.60074053,-74.19236535,SUPPORT MENTAL HEALTH
1233,STATEN ISLAND,40.62223302,-74.07903047,"IN-SCHOOL YOUTH EMPLOYMENT (ISY): AFTER-SCHOOL PROGRAMS,JOBS & INTERNSHIPS,YOUTH EMPLOYMENT"
1234,STATEN ISLAND,40.55125663,-74.1165732,WASTEWATER TREATMENT PLANT
1235,STATEN ISLAND,40.59774333,-74.07093379,JOINTLY OPERATED PLAYGROUND
1236,STATEN ISLAND,40.59548356,-74.08149333,PLAYGROUND
1237,STATEN ISLAND,40.6026205,-74.14005741,CAMP - ALL AGE
1238,STATEN ISLAND,40.64201226,-74.09060066,STATE HISTORIC PLACE
1239,STATEN ISLAND,40.61850838,-74.08094477,FEEDING SITE
1240,STATEN ISLAND,40.63447797,-74.10932428,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
1241,STATEN ISLAND,40.62535406,-74.11364455,CITY COUNCIL AWARDS
1242,STATEN ISLAND,40.64405138,-74.10175503,LADDERS FOR LEADERS (LFL)
1243,STATEN ISLAND,40.64420074,-74.10965998,STATE HISTORIC PLACE
1244,STATEN ISLAND,40.59502798,-74.1098909,CAMP - ALL AGE
1245,STATEN ISLAND,40.62033431,-74.16351011,SUMMER ONLY FEEDING SITE
1246,STATEN ISLAND,40.58131794,-74.09233342,DAY CARE
1247,STATEN ISLAND,40.57174641,-74.09158521,EARLY EDUCATION PROGRAM
1248,STATEN ISLAND,40.52297873,-74.23105743,EARLY EDUCATION PROGRAM
1249,STATEN ISLAND,40.62798018,-74.07830155,CITY COUNCIL AWARDS
1250,STATEN ISLAND,40.61342635,-74.09950235,JOINTLY OPERATED PLAYGROUND
1251,STATEN ISLAND,40.6130892,-74.08713828,DAY CARE
1252,STATEN ISLAND,40.63468896,-74.13451301,SENIOR CENTER
1253,STATEN ISLAND,40.62267142,-74.07918345,JOINTLY OPERATED PLAYGROUND
1254,STATEN ISLAND,40.63070855,-74.13902496,"IMMIGRANT: NDA PROGRAMS,IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES"
1255,STATEN ISLAND,40.64398,-74.072587,FERRY TERMINAL
1256,STATEN ISLAND,40.54745456,-74.22903369,TOW TRUCK COMPANY
1257,STATEN ISLAND,40.57958516,-74.13030128,NURSING HOME
1258,STATEN ISLAND,40.63706794,-74.1251497,WASTEWATER TREATMENT PLANT
1259,STATEN ISLAND,40.64099467,-74.07805395,SUPPORT MENTAL HEALTH
1260,STATEN ISLAND,40.57588786,-74.0833491,CHARTER SCHOOL
1261,STATEN ISLAND,40.64414913,-74.07275973,PUBLIC PARKING
1262,STATEN ISLAND,40.59540662,-74.09051595,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
1263,STATEN ISLAND,40.55253698,-74.14957548,EARLY EDUCATION PROGRAM
1264,STATEN ISLAND,40.59122847,-74.15755452,DOE UNIVERSAL PRE-K
1265,STATEN ISLAND,40.63457213,-74.14891778,PRE-K CENTER
1266,STATEN ISLAND,40.63367501,-74.12945698,SUMMER ONLY FEEDING SITE
1267,STATEN ISLAND,40.63246432,-74.09685944,ADULT HOME
1268,STATEN ISLAND,40.60828806,-74.10203655,COMPASS ELEMENTARY
1269,STATEN ISLAND,40.61610556,-74.08448121,EARLY EDUCATION PROGRAM
1270,STATEN ISLAND,40.54389326,-74.23235097,DAY CARE
1271,STATEN ISLAND,40.64326724,-74.07756163,YOUNG ADULT INTERNSHIP PROGRAM: JOBS & INTERNSHIPS
1272,STATEN ISLAND,40.62678551,-74.09611291,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
1273,STATEN ISLAND,40.59374948,-74.08714967,DAY CARE
1274,STATEN ISLAND,40.63526368,-74.15995441,FIREHOUSE
1275,STATEN ISLAND,40.52754315,-74.19295679,HIGH SCHOOL - PUBLIC
1276,STATEN ISLAND,40.59929117,-74.07233499,TRIANGLE/PLAZA
1277,STATEN ISLAND,40.52358727,-74.18275286,NATURE AREA
1278,STATEN ISLAND,40.61801243,-74.08517161,UNDEVELOPED
1279,STATEN ISLAND,40.64099467,-74.07805395,SUPPORT MENTAL HEALTH
1280,STATEN ISLAND,40.51218994,-74.22243431,OUTPATIENT MENTAL HEALTH
1281,STATEN ISLAND,40.63586072,-74.11503126,SUPPORT MENTAL HEALTH
1282,STATEN ISLAND,40.58290659,-74.07853901,SUPPORT MENTAL HEALTH
1283,STATEN ISLAND,40.62127995,-74.10053007,COMMUNITY PARK
1284,STATEN ISLAND,40.50552757,-74.25420553,CITY COUNCIL AWARDS
1285,STATEN ISLAND,40.61090985,-74.12108238,SCHOOL BASED CHILD CARE - PRESCHOOL
1286,STATEN ISLAND,40.54389326,-74.23235097,EARLY EDUCATION PROGRAM
1287,STATEN ISLAND,40.5948197,-74.12647682,EARLY EDUCATION PROGRAM
1288,STATEN ISLAND,40.56749659,-74.12561231,CITY COUNCIL AWARDS
1289,STATEN ISLAND,40.62798018,-74.07830155,CIVICS CLASSES
1290,STATEN ISLAND,40.63252839,-74.1633425,NYCHA COMMUNITY CENTER - COMMUNITY CENTER - CORNERSTONE
1291,STATEN ISLAND,40.59499149,-74.07903826,CORNERSTONE
1292,STATEN ISLAND,40.62656312,-74.1650765,SUMMER ONLY FEEDING SITE
1293,STATEN ISLAND,40.54390974,-74.17031304,NYC BUSINESS SOLUTIONS
1294,STATEN ISLAND,40.61610556,-74.08448121,DAY CARE
1295,STATEN ISLAND,40.55970442,-74.19732123,CITY COUNCIL AWARDS
1296,STATEN ISLAND,40.62103434,-74.07626521,NURSING HOME
1297,STATEN ISLAND,40.63327281,-74.13452488,FOOD PANTRY
1298,STATEN ISLAND,40.61432874,-74.15048866,DAY CARE
1299,STATEN ISLAND,40.61165291,-74.07040473,FIREHOUSE
1300,STATEN ISLAND,40.62526084,-74.15275732,DAY CARE
1301,STATEN ISLAND,40.50324428,-74.23415637,NATURE AREA
1302,STATEN ISLAND,40.61338217,-74.06602614,SUPPORT MENTAL HEALTH
1303,STATEN ISLAND,40.52865564,-74.18526061,NATURE AREA
1304,STATEN ISLAND,40.62535406,-74.11364455,CAMP - ALL AGE
1305,STATEN ISLAND,40.63663899,-74.11692156,TEEN ACTION PROGRAM: AFTER-SCHOOL PROGRAMS
1306,STATEN ISLAND,40.60445287,-74.18068646,HIGH SCHOOL - CHARTER
1307,STATEN ISLAND,40.57348684,-74.10628563,DAY CARE
1308,STATEN ISLAND,40.58400424,-74.08779175,OUTPATIENT MENTAL HEALTH
1309,STATEN ISLAND,40.60864381,-74.11870242,SENIOR CENTER
1310,STATEN ISLAND,40.54443161,-74.16144743,SUPPORT MENTAL HEALTH
1311,STATEN ISLAND,40.64715805,-74.07864019,PRIVATELY OWNED PUBLIC SPACE
1312,STATEN ISLAND,40.59371063,-74.13580691,PRIVATELY OWNED PUBLIC SPACE
1313,STATEN ISLAND,40.62345274,-74.08181516,NYCHA COMMUNITY CENTER - COMMUNITY CENTER
1314,STATEN ISLAND,40.5592348,-74.12555801,SUMMER ONLY FEEDING SITE
1315,STATEN ISLAND,40.62223302,-74.07903047,DOE UNIVERSAL PRE-K
1316,STATEN ISLAND,40.63082812,-74.12707839,DOE UNIVERSAL PRE-K
1317,STATEN ISLAND,40.634201,-74.151185,RAIL LINE
1318,STATEN ISLAND,40.62725721,-74.08963446,HIGH SCHOOL - NON-PUBLIC
